person_id;person_trip_id;leg_index;origin_x;origin_y;destination_x;destination_y;departure_time;travel_time;vehicle_distance;routed_distance;mode;euclidean_distance
95871;0;0;1175111.735891309;6109990.328975301;1176570.8331988654;6108239.404801058;23935.0;1353.0;3101.2539580198913;3101.2539580198913;car;2279.18854351031
82329;1;1;1176301.26937785;6108843.739449905;1176086.5317371215;6108446.373120733;25151.0;181.0;890.7984257294743;890.7984257294743;car;451.6771567234275
236139;0;0;1229463.8224431775;6121067.535246329;1231111.0580724867;6123386.82252653;23772.0;1578.0;4001.5469034180164;4001.5469034180164;car;2844.7282307046034
263521;0;0;1229862.365928371;6114858.961964802;1230346.1471315823;6112869.019150637;24918.0;477.0;3533.2278498373876;3533.2278498373876;car;2047.9054314656871
125657;0;0;1176450.4630881366;6108422.88988881;1176478.4171838788;6108970.821487468;25094.0;335.0;880.9775777326258;880.9775777326258;car;548.6442091887903
47357;0;0;1197672.3032403789;6095536.942136373;1196126.8639534046;6093686.327559827;25184.0;249.0;3563.2003704468298;3563.2003704468298;car;2411.04892124772
248067;0;0;1240255.226949269;6151881.685404273;1240633.0135504617;6152219.782956963;25292.0;175.0;1093.3801259407683;1093.3801259407683;car;506.9838963677303
108636;0;0;1177179.2784829114;6110965.2699105255;1176942.5517822083;6110607.420959333;25290.0;225.0;868.8691111354511;868.8691111354511;car;429.0634017198647
134937;0;0;1176784.4171727565;6110478.4262122065;1176380.046508309;6108337.642360818;24054.0;1508.0;2849.9518615948978;2849.9518615948978;car;2178.63974365497
235220;0;0;1228462.7174563282;6121572.091407519;1231111.0580724867;6123386.82252653;23718.0;1872.0;5032.037625126133;5032.037625126133;car;3210.444993066119
193696;0;0;1229458.6587141585;6126188.267542256;1231023.3021778704;6123201.045725143;25175.0;471.0;3305.35342192734;3305.35342192734;car;3372.180800783845
263522;0;0;1229862.365928371;6114858.961964802;1230005.249348101;6115098.762050596;25533.0;155.0;521.4887599919523;521.4887599919523;car;279.14109833673064
99261;0;0;1176120.5930861342;6108251.359632463;1176602.6117672771;6109584.495979633;24911.0;781.0;1748.5330667645849;1748.5330667645849;car;1417.601682108385
236140;0;0;1229463.8224431775;6121067.535246329;1227080.958492491;6121019.533180032;25147.0;556.0;2696.6147378651385;2696.6147378651385;car;2383.3473951252345
65611;0;0;1197111.5319580864;6104646.563766847;1197059.0987041437;6104833.165799916;25597.0;126.0;428.5188934595407;428.5188934595407;car;193.82869979519407
40110;0;0;1184217.8692174589;6128884.672807222;1184630.1057381977;6128528.46927094;25195.0;541.0;2086.8219966319034;2086.8219966319034;car;544.8118099773973
56751;0;0;1182078.2061156654;6112677.562116854;1178381.5660577505;6119057.575915181;24196.0;1557.0;14050.26411666458;14050.26411666458;car;7373.582832288946
222103;0;0;1222520.6455327538;6144478.143619569;1222764.8116185726;6144876.061823519;25449.0;333.0;0.0;400.61376892872585;walk;466.85755268475816
88138;0;0;1176628.8604114;6108522.588829269;1177069.8491134604;6110509.850027934;25382.0;425.0;2935.186522254906;2935.186522254906;car;2035.6026397763512
83799;0;0;1175965.960959757;6108194.590730912;1176636.368719786;6108989.719031791;25547.0;294.0;1749.7313934558006;1749.7313934558006;car;1040.0363356950627
78929;0;0;1179905.773354244;6111998.307586363;1179584.997215366;6111969.883065024;25164.0;687.0;1136.6122539240444;1136.6122539240444;car;322.03304905981145
81482;0;0;1176590.309767533;6109137.47720758;1176538.5890092996;6108178.385216437;24706.0;1158.0;930.8787988384402;930.8787988384402;car;960.4855461201271
78929;1;1;1179584.997215366;6111969.883065024;1179474.422830651;6111835.400048337;25851.0;36.0;128.33601859905536;128.33601859905536;car;174.10449831191553
70306;0;0;1176742.4448900633;6110619.76513998;1176942.5517822083;6110607.420959333;25809.0;87.0;112.13261920586228;112.13261920586228;car;200.48727410932054
6171;0;0;1172276.9655735209;6113916.015732596;1172173.5353657396;6109531.5351950005;23921.0;2040.0;14212.093130796427;14212.093130796427;car;4385.700330897337
190110;0;0;1231360.8240850419;6123244.147925308;1231146.912858828;6123800.778998679;25755.0;212.0;1011.8845896244453;1011.8845896244453;car;596.3188446980507
106361;0;0;1175670.796154908;6107779.695278814;1176389.4538513566;6109008.36588759;24768.0;1247.0;2092.8998638477283;2092.8998638477283;car;1423.4115179856537
126894;0;0;1177765.3283556704;6110188.775126057;1179025.3643991677;6109512.584268029;25676.0;407.0;3565.885669078789;3565.885669078789;car;1430.0087088520663
133599;0;0;1180130.5422376068;6112144.663256075;1173263.3886582484;6114223.130316958;23718.0;2368.0;11323.84943299576;11323.84943299576;car;7174.804778227063
55232;0;0;1182960.4583022245;6118110.125679553;1184133.4483615393;6118222.598769279;25374.0;740.0;4186.913120858949;4186.913120858949;car;1178.3700077496476
66378;0;0;1196432.9470450967;6104794.038491103;1177790.5364754633;6110377.882404003;23685.0;2439.0;33005.667557287336;33005.667557287336;car;19460.69846358071
55393;0;0;1184338.379413063;6121126.115343614;1184133.4483615393;6118222.598769279;25374.0;754.0;4354.939905794148;4354.939905794148;car;2910.739636812762
84562;0;0;1176592.964468269;6108698.175186744;1176290.2064894424;6109090.480006485;25538.0;594.0;0.0;713.2075525484742;walk;495.5456238686482
84560;0;0;1176592.964468269;6108698.175186744;1176290.2064894424;6109090.480006485;25538.0;594.0;0.0;713.2075525484742;walk;495.5456238686482
131099;0;0;1175400.0344010517;6107521.966605024;1176637.3088614224;6108870.512067679;24042.0;2193.0;2520.1162181866007;2520.1162181866007;car;1830.1428783383599
126898;0;0;1177765.3283556704;6110188.775126057;1176014.3079491179;6108045.2471389985;24039.0;2269.0;3387.096844044693;3387.096844044693;car;2767.81225798747
123672;0;0;1175085.908077425;6109846.989199337;1176604.9455601925;6108296.336160715;25094.0;1242.0;3542.2190502376925;3542.2190502376925;car;2170.7141037546803
40877;0;0;1183694.3849319222;6129293.134311774;1184630.1057381977;6128528.46927094;25555.0;781.0;3386.5167378512415;3386.5167378512415;car;1208.4229607096738
103136;0;0;1176651.9322115912;6108019.942115059;1176290.2064894424;6109090.480006485;25387.0;992.0;1396.3316731892157;1396.3316731892157;car;1129.9986172748836
75560;0;0;1176784.4171727565;6110478.4262122065;1176400.0527739802;6108220.7206443325;25528.0;882.0;3957.064334243187;3957.064334243187;car;2290.1900406420446
263522;1;1;1230005.249348101;6115098.762050596;1229463.5340711763;6112299.793552901;25815.0;608.0;5302.542467178966;5302.542467178966;car;2850.9086432828417
193695;0;0;1229458.6587141585;6126188.267542256;1231023.3021778704;6123201.045725143;25960.0;471.0;3305.35342192734;3305.35342192734;car;3372.180800783845
45242;0;0;1186548.65616454;6117508.766516097;1190193.7269815053;6118826.380633362;25062.0;1372.0;9220.07589086751;9220.07589086751;car;3875.9061163433125
19644;0;0;1193405.0980498053;6123179.864999622;1192069.056613484;6121850.61080661;25823.0;621.0;3361.4489398439578;3361.4489398439578;car;1884.6547241356134
119822;0;0;1177862.5339555214;6110716.310389325;1178863.9398726397;6109587.37588385;25626.0;842.0;2306.339531221078;2306.339531221078;car;1509.0748584782257
55769;0;0;1181696.4031422716;6112994.013259842;1182170.896049099;6105269.256976593;25374.0;1137.0;12686.950775678442;12686.950775678442;car;7739.315418964458
24973;0;0;1191104.9005386732;6109242.2747783195;1188891.8023493;6108618.055312255;26321.0;260.0;3379.4330077654804;3379.4330077654804;car;2299.4463545863855
134981;0;0;1179260.3450413807;6112975.583635271;1179195.2992329202;6111656.2134212265;26140.0;455.0;1960.6085329294312;1960.6085329294312;car;1320.9726412401985
70306;1;1;1176942.5517822083;6110607.420959333;1176979.5084681204;6110884.798990332;26469.0;145.0;104.76525523818452;104.76525523818452;car;279.82917773935515
126897;0;0;1177765.3283556704;6110188.775126057;1176003.282426883;6107918.903614573;24122.0;2500.0;3487.2669041961394;3487.2669041961394;car;2873.5209297656206
315582;0;0;1175516.513150835;6109450.962562453;1176656.1519422848;6108368.803648474;24917.0;1707.0;0.0;2049.397231504822;walk;1571.5738894758051
88138;1;1;1177069.8491134604;6110509.850027934;1179456.8768482376;6111250.441465093;26042.0;584.0;2841.5862388846194;2841.5862388846194;car;2499.2753116431413
133883;0;0;1176369.8628894542;6108238.624677295;1177526.7968433672;6110520.293151778;25012.0;1622.0;3264.7930111712335;3264.7930111712335;car;2558.2234462938472
74686;0;0;1175521.4064627294;6108001.927083287;1175385.7105236757;6108423.310961255;25948.0;705.0;2415.3746915337724;2415.3746915337724;car;442.693754740908
134812;0;0;1179905.773354244;6111998.307586363;1173105.5055584114;6114214.4586430155;25058.0;1631.0;11713.829470868883;11713.829470868883;car;7152.270101229512
9036;0;0;1201163.558504959;6098378.713209527;1196126.8639534046;6093686.327559827;25298.0;1409.0;11122.936852866045;11122.936852866045;car;6883.805276964676
243686;0;0;1228693.331065963;6111482.616778633;1230918.834430734;6123158.729866082;25208.0;1502.0;14216.949040258709;14216.949040258709;car;11886.31490654314
31323;1;1;1186355.5032500369;6117542.979890667;1184133.4483615393;6118222.598769279;25217.0;1497.0;4405.972873204992;4405.972873204992;car;2323.663002171828
147748;0;0;1239078.470659017;6133791.482464438;1233264.432187555;6095905.292403376;23617.0;3122.0;44425.73854909113;44425.73854909113;car;38329.70702589049
84563;0;0;1176592.964468269;6108698.175186744;1176290.2064894424;6109090.480006485;26355.0;384.0;666.6537973302865;666.6537973302865;car;495.5456238686482
93839;0;0;1179696.2926865919;6111904.836748806;1176356.7263240116;6108207.51235358;23466.0;3305.0;7669.33773917124;7669.33773917124;car;4982.2596453423075
79988;0;0;1175570.0621618675;6108824.455656092;1175397.117655633;6110077.175155161;26064.0;709.0;3652.841207195411;3652.841207195411;car;1264.6011013695363
8390;0;0;1177637.8713476106;6116257.4120165985;1176600.1841729255;6108127.510678524;24988.0;1805.0;13293.839308143388;13293.839308143388;car;8195.858127086454
71314;0;0;1176381.3187317855;6109279.93461759;1175925.6493240043;6108018.567737913;25557.0;1242.0;1776.475804743363;1776.475804743363;car;1341.1491394825493
48390;0;0;1192236.6420282726;6097025.961509139;1191984.8962739883;6097311.553971178;26696.0;200.0;906.1188377304804;906.1188377304804;car;380.7085225910524
24212;0;0;1191132.7988700194;6108933.006387917;1192895.0746279834;6107425.091427281;26598.0;372.0;4374.859317164365;4374.859317164365;car;2319.358397406436
6171;1;1;1172173.5353657396;6109531.5351950005;1176572.7262578213;6109854.178150874;25961.0;1031.0;5446.28516583806;5446.28516583806;car;4411.006572421903
127178;0;0;1178546.7887452343;6110776.568800203;1185315.1710483548;6108183.435093258;26216.0;809.0;10997.303941375525;10997.303941375525;car;7248.126752705832
258937;0;0;1231116.7564831374;6149430.686923914;1234222.2372052497;6150233.535527779;25822.0;1210.0;7377.829981114411;7377.829981114411;car;3207.5810817716865
258937;1;1;1234222.2372052497;6150233.535527779;1234318.7815066562;6150355.383019388;27032.0;0.0;0.0;155.45936236024588;outside;155.45936236024588
65609;0;0;1197111.5319580864;6104646.563766847;1177790.5364754633;6110377.882404003;23612.0;3437.0;32995.997925337106;32995.997925337106;car;20153.135730207185
109934;0;0;1175868.4384327107;6107602.284889426;1176389.4538513566;6109008.36588759;24679.0;2417.0;2096.61683870375;2096.61683870375;car;1499.5068655607192
24212;1;1;1192895.0746279834;6107425.091427281;1193123.4336534594;6105878.912464249;26970.0;131.0;1669.6919099629185;1669.6919099629185;car;1562.9514484583003
114860;0;0;1175602.2208361803;6107680.572520892;1176726.273292447;6109758.64037946;24844.0;2275.0;3109.1565810896013;3109.1565810896013;car;2362.5960190541214
128198;0;0;1176904.2089014517;6110134.727077886;1176356.7263240116;6108207.51235358;24675.0;2456.0;2294.3207420178373;2294.3207420178373;car;2003.4704305735008
263522;2;2;1229463.5340711763;6112299.793552901;1230346.1471315823;6112869.019150637;26423.0;719.0;1813.414403037106;1813.414403037106;car;1050.249301602975
77906;0;0;1177579.8721023118;6110064.39188779;1180469.7083243076;6109774.769746684;26107.0;1038.0;3294.1846910171244;3294.1846910171244;car;2904.313064147459
26025;0;0;1174036.2568451706;6127684.5232206825;1174474.448309605;6129737.38441069;26542.0;638.0;3674.9970895233664;3674.9970895233664;car;2099.1071494662633
269659;0;0;1216443.518582555;6139408.685023857;1216544.2390306164;6139672.996179204;27156.0;39.0;134.60405406933307;134.60405406933307;car;282.851543214153
146736;0;0;1231238.5273648843;6133540.046210811;1230647.1031399474;6132700.148647822;26937.0;299.0;1052.3238819981602;1052.3238819981602;car;1027.2344085726147
234763;0;0;1227669.6417158456;6121523.261643608;1227080.958492491;6121019.533180032;27081.0;187.0;624.5547471184354;624.5547471184354;car;774.7840360229497
28237;0;0;1233264.432187555;6095905.292403376;1232576.8339030473;6101768.694946375;26786.0;487.0;7406.06575982779;7406.06575982779;car;5903.582029759996
74686;1;1;1175385.7105236757;6108423.310961255;1175180.1312554977;6107115.812520327;26653.0;634.0;3430.2762451085887;3430.2762451085887;car;1323.561486495163
77497;0;0;1177531.3511426947;6110410.128349145;1175095.8054396124;6119565.8105525;25445.0;1849.0;16506.35260643041;16506.35260643041;car;9474.090958009578
56424;0;0;1182428.149678299;6113928.341432556;1184133.4483615393;6118222.598769279;25439.0;1875.0;6746.393400752801;6746.393400752801;car;4620.464227008555
25487;0;0;1184393.6091059586;6107365.902906861;1182132.235728161;6108588.7052706415;25725.0;1678.0;5305.70243603255;5305.70243603255;car;2570.8082726408734
65611;1;1;1197059.0987041437;6104833.165799916;1196432.9470450967;6104794.038491103;27208.0;205.0;775.9148231623749;775.9148231623749;car;627.3729723396204
12606;0;0;1183963.1976315482;6109195.081230901;1176294.995769468;6109081.816151248;25066.0;2368.0;10889.525531068384;10889.525531068384;car;7669.038321450733
113775;0;0;1177069.8491134604;6110509.850027934;1176742.4448900633;6110619.76513998;27271.0;181.0;661.424816811757;661.424816811757;car;345.36192227065993
78569;0;0;1177069.8491134604;6110509.850027934;1176538.5890092996;6108178.385216437;24706.0;2747.0;2566.281030498575;2566.281030498575;car;2391.226769990461
52961;0;0;1210999.335586058;6093784.13257531;1214288.0681259567;6093864.844469839;26696.0;770.0;5360.018901148869;5360.018901148869;car;3289.722804265902
52961;1;1;1214288.0681259567;6093864.844469839;1215397.4992721856;6093678.483489764;27466.0;1.0;0.0;1124.9746144323756;outside;1124.9746144323756
193693;0;0;1229458.6587141585;6126188.267542256;1231023.3021778704;6123201.045725143;26905.0;570.0;3305.35342192734;3305.35342192734;car;3372.180800783845
117536;0;0;1180262.0889476729;6111891.342168307;1180429.7847623946;6111697.190724344;27271.0;227.0;704.4984268363032;704.4984268363032;car;256.5475968862044
129591;0;0;1175848.5783369127;6107733.3821052825;1175567.818130577;6107480.840369562;27425.0;92.0;394.8377140286117;394.8377140286117;car;377.62894717241153
315520;0;0;1176576.6003635156;6108963.325253836;1176486.0823787716;6108342.345095692;26042.0;1524.0;670.3829751620965;670.3829751620965;car;627.5427175661016
99808;0;0;1176301.26937785;6108843.739449905;1173176.375745819;6109150.3541206;25205.0;2397.0;4298.347199661985;4298.347199661985;car;3139.90012067159
22657;0;0;1179565.5051733172;6125052.87179232;1177345.0428071953;6125245.962439604;26984.0;632.0;3491.974813872486;3491.974813872486;car;2228.842102400223
192100;0;0;1230933.73457368;6124090.735594655;1229173.060431064;6121987.219268203;26936.0;690.0;4438.083852076801;4438.083852076801;car;2743.1285737509265
73210;0;0;1176592.5588312538;6108908.2924453635;1176364.0542230771;6110011.48797561;27050.0;579.0;1661.8035582948755;1661.8035582948755;car;1126.6120600787112
86125;0;0;1181070.6988501116;6110428.821551167;1188821.2924331285;6122222.371840123;25523.0;2121.0;21722.462639525173;21722.462639525173;car;14112.389213284518
134577;1;1;1179025.3643991677;6109512.584268029;1176630.234876106;6108906.425907411;24903.0;2754.0;3306.652733944589;3306.652733944589;car;2470.642303205582
262497;0;0;1230375.7100062012;6113149.623663858;1230322.6415322565;6112844.30358902;27470.0;194.0;575.446273431375;575.446273431375;car;309.8977428534897
77906;1;1;1180469.7083243076;6109774.769746684;1182240.908083511;6113873.94316255;27145.0;552.0;6029.5903513925705;6029.5903513925705;car;4465.464284970887
9890;0;0;1201817.354798492;6119400.062161586;1201640.4855376654;6117950.620280353;26011.0;1698.0;0.0;2038.3870956266492;walk;1460.193309975534
28237;1;1;1232576.8339030473;6101768.694946375;1232273.7172679305;6095435.783063561;27273.0;481.0;6920.946778691983;6920.946778691983;car;6340.161875691465
93739;0;0;1176552.84128348;6109273.042574077;1181291.6924099824;6115699.995289019;26043.0;1711.0;12189.026708758347;12189.026708758347;car;7985.138145283364
24212;2;2;1193123.4336534594;6105878.912464249;1197365.350408605;6105209.793419421;27101.0;707.0;7357.009755380578;7357.009755380578;car;4294.365850010597
37049;0;0;1182278.253111256;6104575.6411529295;1183569.4597059288;6105065.498978839;27181.0;638.0;1648.976607307536;1648.976607307536;car;1381.005126613013
129365;0;0;1176592.964468269;6108698.175186744;1176726.273292447;6109758.64037946;26959.0;880.0;1087.6377046491102;1087.6377046491102;car;1068.811333943064
80274;0;0;1176392.317562182;6109551.7890888415;1177905.4727934536;6110869.630491018;27026.0;821.0;3226.568098422593;3226.568098422593;car;2006.575369931554
97724;0;0;1178519.662945352;6109179.89467378;1178949.5707448623;6109246.071923684;26905.0;943.0;2256.708509259742;2256.708509259742;car;434.97142950397057
223882;0;0;1223701.6852670754;6133459.242025223;1230762.1259231805;6124046.231015726;25872.0;1996.0;14713.898798908574;14713.898798908574;car;11766.673213924405
263084;0;0;1229993.0301148307;6113016.728736483;1230624.8293754084;6111805.932115551;27156.0;715.0;1577.2002946114571;1577.2002946114571;car;1365.7227987133956
435;0;0;1180207.0631039478;6117445.457708314;1180769.4673551675;6117182.722255679;27689.0;191.0;848.6530075314381;848.6530075314381;car;620.7483063701643
100066;0;0;1175994.0779815465;6107756.491187543;1176086.5317371215;6108446.373120733;26988.0;894.0;0.0;1073.0092361440584;walk;696.0494082044713
10972;0;0;1185258.3361847657;6111096.089433908;1176294.995769468;6109081.816151248;24305.0;3581.0;13282.38102977167;13282.38102977167;car;9186.88022441509
129825;0;0;1174929.6880615782;6106984.904477559;1171830.8176228458;6107015.825209148;27142.0;745.0;4135.041590253284;4135.041590253284;car;3099.0246994323543
78929;2;2;1179474.422830651;6111835.400048337;1184133.4483615393;6118222.598769279;26178.0;1736.0;9267.552030698746;9267.552030698746;car;7905.872905522497
105323;0;0;1176552.84128348;6109273.042574077;1176527.8467970088;6108227.598472761;25930.0;1985.0;1092.661977281206;1092.661977281206;car;1045.7428428300218
115666;0;0;1178334.3101694714;6109232.9285961;1179022.2329572407;6112048.038335386;26946.0;1026.0;4766.930780073223;4766.930780073223;car;2897.944203423262
317910;0;0;1210260.1271678358;6139062.087067211;1210123.8476435868;6139581.864342417;27409.0;581.0;0.0;697.6119100806602;walk;537.3458146758826
258937;2;2;1234318.7815066562;6150355.383019388;1237848.4267473116;6146155.774161952;27032.0;986.0;6049.103994458485;6049.103994458485;car;5485.901027209397
46518;0;0;1197600.6180513212;6095217.301487296;1194207.1776354604;6091671.846138623;27603.0;420.0;7129.37408671771;7129.37408671771;car;4907.717543363087
47356;0;0;1197672.3032403789;6095536.942136373;1196126.8639534046;6093686.327559827;27642.0;399.0;3563.2003704468298;3563.2003704468298;car;2411.04892124772
56282;0;0;1184423.3049535102;6116182.567343932;1184638.254629285;6116303.686668315;27729.0;318.0;417.6121482313255;417.6121482313255;car;246.7250572090481
73985;0;0;1176977.7448314652;6109959.778201859;1178131.683828231;6110347.247078906;27057.0;1020.0;2170.7805287798633;2170.7805287798633;car;1217.254015781566
234762;0;0;1227669.6417158456;6121523.261643608;1231111.0580724867;6123386.82252653;26475.0;1607.0;5857.584244183139;5857.584244183139;car;3913.592429484055
79988;1;1;1175397.117655633;6110077.175155161;1178014.6058538773;6111006.406809732;26773.0;1314.0;4414.543944095948;4414.543944095948;car;2777.53774696319
161219;0;0;1238805.4816119608;6150946.382761352;1240152.1577367217;6151377.767626281;27518.0;575.0;3709.471663437252;3709.471663437252;car;1414.0825600688631
269658;0;0;1216443.518582555;6139408.685023857;1217686.2925578216;6140584.44952885;27195.0;947.0;3665.745566113612;3665.745566113612;car;1710.8212427954013
6197;0;0;1181999.4301803736;6101658.666896596;1178345.1922837766;6112334.017296954;25094.0;3050.0;21126.786516823246;21126.786516823246;car;11283.464041479408
112488;0;0;1176385.0629960883;6109380.525057509;1175706.072847303;6109590.308609409;27717.0;433.0;1411.7646021061296;1411.7646021061296;car;710.6593845123863
225174;0;0;1221044.5472186161;6124781.889615139;1239090.9263959972;6135005.857174214;23897.0;4258.0;37391.0928612688;37391.0928612688;car;20741.294898410517
109624;0;0;1176268.2700295649;6108489.601121431;1175823.827390933;6107474.415419497;27694.0;468.0;1706.9760965427633;1706.9760965427633;car;1108.2108411518916
65611;2;2;1196432.9470450967;6104794.038491103;1197365.350408605;6105209.793419421;27628.0;540.0;1947.954250113967;1947.954250113967;car;1020.8957795496902
121704;0;0;1175353.3126363792;6107393.1158429105;1175702.4667393179;6107575.939299977;27847.0;323.0;624.8086550306637;624.8086550306637;car;394.1230823649283
318725;0;0;1228336.6810428614;6148514.359240565;1240633.0135504617;6152219.782956963;25006.0;3213.0;26040.159577489267;26040.159577489267;car;12842.505910277501
192100;1;1;1229173.060431064;6121987.219268203;1226526.8471181449;6120692.640481675;27626.0;618.0;3167.2030795783767;3167.2030795783767;car;2945.908880464349
262499;0;0;1230375.7100062012;6113149.623663858;1230720.6891888916;6113951.809920767;27896.0;370.0;1530.9154069881506;1530.9154069881506;car;873.2201482241394
86259;0;0;1175881.5647712252;6107866.087586563;1176636.368719786;6108989.719031791;24855.0;3418.0;1698.8669364353366;1698.8669364353366;car;1353.6161292878817
82667;0;0;1177880.4913876536;6110167.896858869;1178960.9827411156;6109482.242747398;27050.0;1228.0;1691.561292735315;1691.561292735315;car;1279.680868608746
239650;0;0;1227960.767876231;6119498.418135039;1231023.0164219914;6120998.989637358;27170.0;1124.0;6138.562207768467;6138.562207768467;car;3410.1438370814385
103138;0;0;1176651.9322115912;6108019.942115059;1176290.2064894424;6109090.480006485;26581.0;1718.0;1396.3316731892157;1396.3316731892157;car;1129.9986172748836
107615;0;0;1177531.3511426947;6110410.128349145;1176356.7263240116;6108207.51235358;24703.0;3602.0;3024.684959565511;3024.684959565511;car;2496.249324202808
70306;2;2;1176979.5084681204;6110884.798990332;1182170.896049099;6105269.256976593;26889.0;1418.0;14380.893454770538;14380.893454770538;car;7647.536670327234
193642;0;0;1230550.488916303;6123625.838988202;1231111.0580724867;6123386.82252653;28035.0;287.0;1383.8062043248328;1383.8062043248328;car;609.3985951857023
77906;2;2;1182240.908083511;6113873.94316255;1181809.8776248703;6113292.85566291;27697.0;673.0;1390.9650145346316;1390.9650145346316;car;723.4984025648465
95114;0;0;1180657.2735685594;6110297.500827221;1180469.7083243076;6109774.769746684;28142.0;236.0;920.654752278125;920.654752278125;car;555.3633976157704
52961;2;2;1215397.4992721856;6093678.483489764;1217872.783163862;6097294.564783456;27773.0;649.0;5463.231829764123;5463.231829764123;car;4382.131247119523
93788;0;0;1174671.641847133;6107116.323034143;1174279.3376856456;6106932.13974797;28314.0;115.0;620.5218117981063;620.5218117981063;car;433.3890146576176
